trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,food,corrAns,sick,restaurant,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
,,,,,,,,left,0.645225048065,2016_Sep_15_1305,59.9851263687,context,001,,
