0.3074 	WARNING 	Movie2 stim could not be imported and won't be available
5.1923 	EXP 	sickHighlight: text = u'_'
5.1923 	EXP 	notsickHighlight: text = u'_'
5.2064 	EXP 	sickHighlight: text = u'_'
5.2064 	EXP 	notsickHighlight: text = u'_'
5.2255 	EXP 	sickHighlight: text = u'_'
5.2255 	EXP 	notsickHighlight: text = u'_'
5.2420 	EXP 	sickHighlight: text = u'_'
5.2420 	EXP 	notsickHighlight: text = u'_'
5.2587 	EXP 	sickHighlight: text = u'_'
5.2587 	EXP 	notsickHighlight: text = u'_'
5.2757 	EXP 	sickHighlight: text = u'_'
5.2757 	EXP 	notsickHighlight: text = u'_'
5.2901 	EXP 	sickHighlight: text = u'_'
5.2901 	EXP 	notsickHighlight: text = u'_'
5.3089 	EXP 	sickHighlight: text = u'_'
5.3089 	EXP 	notsickHighlight: text = u'_'
5.3234 	EXP 	sickHighlight: text = u'_'
5.3234 	EXP 	notsickHighlight: text = u'_'
5.3420 	EXP 	sickHighlight: text = u'_'
5.3420 	EXP 	notsickHighlight: text = u'_'
5.3588 	EXP 	sickHighlight: text = u'_'
5.3588 	EXP 	notsickHighlight: text = u'_'
5.3756 	EXP 	sickHighlight: text = u'_'
5.3756 	EXP 	notsickHighlight: text = u'_'
5.3923 	EXP 	sickHighlight: text = u'_'
5.3923 	EXP 	notsickHighlight: text = u'_'
5.4060 	EXP 	sickHighlight: text = u'_'
5.4060 	EXP 	notsickHighlight: text = u'_'
5.4255 	EXP 	sickHighlight: text = u'_'
5.4255 	EXP 	notsickHighlight: text = u'_'
5.4394 	EXP 	sickHighlight: text = u'_'
5.4394 	EXP 	notsickHighlight: text = u'_'
5.4589 	EXP 	sickHighlight: text = u'_'
5.4589 	EXP 	notsickHighlight: text = u'_'
5.4731 	EXP 	sickHighlight: text = u'_'
5.4731 	EXP 	notsickHighlight: text = u'_'
5.4921 	EXP 	sickHighlight: text = u'_'
5.4921 	EXP 	notsickHighlight: text = u'_'
5.5091 	EXP 	sickHighlight: text = u'_'
5.5091 	EXP 	notsickHighlight: text = u'_'
5.5255 	EXP 	sickHighlight: text = u'_'
5.5255 	EXP 	notsickHighlight: text = u'_'
5.5420 	EXP 	sickHighlight: text = u'_'
5.5420 	EXP 	notsickHighlight: text = u'_'
5.5570 	EXP 	sickHighlight: text = u'_'
5.5570 	EXP 	notsickHighlight: text = u'_'
5.5755 	EXP 	sickHighlight: text = u'_'
5.5755 	EXP 	notsickHighlight: text = u'_'
5.5898 	EXP 	sickHighlight: text = u'_'
5.5898 	EXP 	notsickHighlight: text = u'_'
5.6086 	EXP 	sickHighlight: text = u'_'
5.6086 	EXP 	notsickHighlight: text = u'_'
5.6226 	EXP 	sickHighlight: text = u'_'
5.6226 	EXP 	notsickHighlight: text = u'_'
5.6420 	EXP 	sickHighlight: text = u'_'
5.6420 	EXP 	notsickHighlight: text = u'_'
5.6560 	EXP 	sickHighlight: text = u'_'
5.6560 	EXP 	notsickHighlight: text = u'_'
5.6756 	EXP 	sickHighlight: text = u'_'
5.6756 	EXP 	notsickHighlight: text = u'_'
5.6897 	EXP 	sickHighlight: text = u'_'
5.6897 	EXP 	notsickHighlight: text = u'_'
5.7089 	EXP 	sickHighlight: text = u'_'
5.7089 	EXP 	notsickHighlight: text = u'_'
5.7229 	EXP 	sickHighlight: text = u'_'
5.7229 	EXP 	notsickHighlight: text = u'_'
5.7422 	EXP 	sickHighlight: text = u'_'
5.7422 	EXP 	notsickHighlight: text = u'_'
5.7565 	EXP 	sickHighlight: text = u'_'
5.7565 	EXP 	notsickHighlight: text = u'_'
5.7755 	EXP 	sickHighlight: text = u'_'
5.7755 	EXP 	notsickHighlight: text = u'_'
5.7926 	EXP 	sickHighlight: text = u'_'
5.7926 	EXP 	notsickHighlight: text = u'_'
5.8069 	EXP 	sickHighlight: text = u'_'
5.8069 	EXP 	notsickHighlight: text = u'_'
5.8256 	EXP 	sickHighlight: text = u'_'
5.8256 	EXP 	notsickHighlight: text = u'_'
5.8394 	EXP 	sickHighlight: text = u'_'
5.8394 	EXP 	notsickHighlight: text = u'_'
5.8590 	EXP 	sickHighlight: text = u'_'
5.8590 	EXP 	notsickHighlight: text = u'_'
5.8732 	EXP 	sickHighlight: text = u'_'
5.8732 	EXP 	notsickHighlight: text = u'_'
5.8923 	EXP 	sickHighlight: text = u'_'
5.8923 	EXP 	notsickHighlight: text = u'_'
5.9061 	EXP 	sickHighlight: text = u'_'
5.9061 	EXP 	notsickHighlight: text = u'_'
5.9256 	EXP 	sickHighlight: text = u'_'
5.9256 	EXP 	notsickHighlight: text = u'_'
5.9397 	EXP 	sickHighlight: text = u'_'
5.9397 	EXP 	notsickHighlight: text = u'_'
5.9589 	EXP 	sickHighlight: text = u'_'
5.9589 	EXP 	notsickHighlight: text = u'_'
5.9735 	EXP 	sickHighlight: text = u'_'
5.9735 	EXP 	notsickHighlight: text = u'_'
5.9924 	EXP 	sickHighlight: text = u'_'
5.9924 	EXP 	notsickHighlight: text = u'_'
6.0062 	EXP 	sickHighlight: text = u'_'
6.0062 	EXP 	notsickHighlight: text = u'_'
6.0255 	EXP 	sickHighlight: text = u'_'
6.0255 	EXP 	notsickHighlight: text = u'_'
6.0399 	EXP 	sickHighlight: text = u'_'
6.0399 	EXP 	notsickHighlight: text = u'_'
6.0592 	EXP 	sickHighlight: text = u'_'
6.0592 	EXP 	notsickHighlight: text = u'_'
6.0732 	EXP 	sickHighlight: text = u'_'
6.0732 	EXP 	notsickHighlight: text = u'_'
6.0924 	EXP 	sickHighlight: text = u'_'
6.0924 	EXP 	notsickHighlight: text = u'_'
6.1119 	EXP 	sickHighlight: text = u'_'
6.1119 	EXP 	notsickHighlight: text = u'_'
6.1242 	EXP 	sickHighlight: text = u'_'
6.1242 	EXP 	notsickHighlight: text = u'_'
6.1420 	EXP 	sickHighlight: text = u'_'
6.1420 	EXP 	notsickHighlight: text = u'_'
6.1564 	EXP 	sickHighlight: text = u'_'
6.1564 	EXP 	notsickHighlight: text = u'_'
6.1757 	EXP 	sickHighlight: text = u'_'
6.1757 	EXP 	notsickHighlight: text = u'_'
6.1903 	EXP 	sickHighlight: text = u'_'
6.1903 	EXP 	notsickHighlight: text = u'_'
6.2089 	EXP 	sickHighlight: text = u'_'
6.2089 	EXP 	notsickHighlight: text = u'_'
6.2228 	EXP 	sickHighlight: text = u'_'
6.2228 	EXP 	notsickHighlight: text = u'_'
6.2423 	EXP 	sickHighlight: text = u'_'
6.2423 	EXP 	notsickHighlight: text = u'_'
6.2561 	EXP 	sickHighlight: text = u'_'
6.2561 	EXP 	notsickHighlight: text = u'_'
6.2755 	EXP 	sickHighlight: text = u'_'
6.2755 	EXP 	notsickHighlight: text = u'_'
6.2920 	EXP 	sickHighlight: text = u'_'
6.2920 	EXP 	notsickHighlight: text = u'_'
6.3088 	EXP 	sickHighlight: text = u'_'
6.3088 	EXP 	notsickHighlight: text = u'_'
6.3230 	EXP 	sickHighlight: text = u'_'
6.3230 	EXP 	notsickHighlight: text = u'_'
6.3427 	EXP 	sickHighlight: text = u'_'
6.3427 	EXP 	notsickHighlight: text = u'_'
6.3569 	EXP 	sickHighlight: text = u'_'
6.3569 	EXP 	notsickHighlight: text = u'_'
6.3759 	EXP 	sickHighlight: text = u'_'
6.3759 	EXP 	notsickHighlight: text = u'_'
6.3896 	EXP 	sickHighlight: text = u'_'
6.3896 	EXP 	notsickHighlight: text = u'_'
6.4093 	EXP 	sickHighlight: text = u'_'
6.4093 	EXP 	notsickHighlight: text = u'_'
6.4235 	EXP 	sickHighlight: text = u'_'
6.4235 	EXP 	notsickHighlight: text = u'_'
6.4422 	EXP 	sickHighlight: text = u'_'
6.4422 	EXP 	notsickHighlight: text = u'_'
6.4561 	EXP 	sickHighlight: text = u'_'
6.4561 	EXP 	notsickHighlight: text = u'_'
6.4755 	EXP 	sickHighlight: text = u'_'
6.4755 	EXP 	notsickHighlight: text = u'_'
6.4895 	EXP 	sickHighlight: text = u'_'
6.4895 	EXP 	notsickHighlight: text = u'_'
6.5093 	EXP 	sickHighlight: text = u'_'
6.5093 	EXP 	notsickHighlight: text = u'_'
6.5422 	EXP 	trialInstrText: autoDraw = False
6.5422 	EXP 	restaurantText: autoDraw = False
6.5422 	EXP 	foodImg: autoDraw = False
6.5422 	EXP 	sickImg: autoDraw = False
6.5422 	EXP 	notsickImg: autoDraw = False
6.5422 	EXP 	sickHighlight: autoDraw = False
6.5422 	EXP 	notsickHighlight: autoDraw = False
6.5422 	EXP 	sickHighlight: text = u'_'
6.5422 	EXP 	notsickHighlight: text = u'_'
6.5422 	EXP 	correctText: autoDraw = True
6.5422 	EXP 	wrongText: autoDraw = True
6.5422 	EXP 	timeoutText: autoDraw = True
6.5422 	EXP 	sickFeedback: autoDraw = True
6.5422 	EXP 	notsickFeedback: autoDraw = True
6.5422 	EXP 	timeoutText: opacity = 1.0
6.5422 	EXP 	timeoutText: text = u'TIMEOUT'
6.5598 	EXP 	sickHighlight: text = u'_'
6.5598 	EXP 	notsickHighlight: text = u'_'
6.5764 	EXP 	sickHighlight: text = u'_'
6.5764 	EXP 	notsickHighlight: text = u'_'
6.5933 	EXP 	sickHighlight: text = u'_'
6.5933 	EXP 	notsickHighlight: text = u'_'
6.6098 	EXP 	sickHighlight: text = u'_'
6.6098 	EXP 	notsickHighlight: text = u'_'
6.6244 	EXP 	sickHighlight: text = u'_'
6.6244 	EXP 	notsickHighlight: text = u'_'
6.6434 	EXP 	sickHighlight: text = u'_'
6.6434 	EXP 	notsickHighlight: text = u'_'
6.6573 	EXP 	sickHighlight: text = u'_'
6.6573 	EXP 	notsickHighlight: text = u'_'
6.6767 	EXP 	sickHighlight: text = u'_'
6.6767 	EXP 	notsickHighlight: text = u'_'
6.6939 	EXP 	sickHighlight: text = u'_'
6.6939 	EXP 	notsickHighlight: text = u'_'
6.7099 	EXP 	sickHighlight: text = u'_'
6.7099 	EXP 	notsickHighlight: text = u'_'
6.7264 	EXP 	sickHighlight: text = u'_'
