0.3124 	WARNING 	Movie2 stim could not be imported and won't be available
4.4140 	EXP 	notsickHighlight: text = u'_'
4.4283 	EXP 	sickHighlight: text = u'_'
4.4283 	EXP 	notsickHighlight: text = u'_'
4.4476 	EXP 	sickHighlight: text = u'_'
4.4476 	EXP 	notsickHighlight: text = u'_'
4.4615 	EXP 	sickHighlight: text = u'_'
4.4615 	EXP 	notsickHighlight: text = u'_'
4.4809 	EXP 	sickHighlight: text = u'_'
4.4809 	EXP 	notsickHighlight: text = u'_'
4.4975 	EXP 	sickHighlight: text = u'_'
4.4975 	EXP 	notsickHighlight: text = u'_'
4.5143 	EXP 	sickHighlight: text = u'_'
4.5143 	EXP 	notsickHighlight: text = u'_'
4.5306 	EXP 	sickHighlight: text = u'_'
4.5306 	EXP 	notsickHighlight: text = u'_'
4.5473 	EXP 	sickHighlight: text = u'_'
4.5473 	EXP 	notsickHighlight: text = u'_'
4.5642 	EXP 	sickHighlight: text = u'_'
4.5642 	EXP 	notsickHighlight: text = u'_'
4.5810 	EXP 	sickHighlight: text = u'_'
4.5810 	EXP 	notsickHighlight: text = u'_'
4.5972 	EXP 	sickHighlight: text = u'_'
4.5972 	EXP 	notsickHighlight: text = u'_'
4.6143 	EXP 	sickHighlight: text = u'_'
4.6143 	EXP 	notsickHighlight: text = u'_'
4.6306 	EXP 	sickHighlight: text = u'_'
4.6306 	EXP 	notsickHighlight: text = u'_'
4.6476 	EXP 	sickHighlight: text = u'_'
4.6476 	EXP 	notsickHighlight: text = u'_'
4.6642 	EXP 	sickHighlight: text = u'_'
4.6642 	EXP 	notsickHighlight: text = u'_'
4.6808 	EXP 	sickHighlight: text = u'_'
4.6808 	EXP 	notsickHighlight: text = u'_'
4.6976 	EXP 	sickHighlight: text = u'_'
4.6976 	EXP 	notsickHighlight: text = u'_'
4.7144 	EXP 	sickHighlight: text = u'_'
4.7144 	EXP 	notsickHighlight: text = u'_'
4.7311 	EXP 	sickHighlight: text = u'_'
4.7311 	EXP 	notsickHighlight: text = u'_'
4.7475 	EXP 	sickHighlight: text = u'_'
4.7475 	EXP 	notsickHighlight: text = u'_'
4.7641 	EXP 	sickHighlight: text = u'_'
4.7641 	EXP 	notsickHighlight: text = u'_'
4.7810 	EXP 	sickHighlight: text = u'_'
4.7810 	EXP 	notsickHighlight: text = u'_'
4.7975 	EXP 	sickHighlight: text = u'_'
4.7975 	EXP 	notsickHighlight: text = u'_'
4.8141 	EXP 	sickHighlight: text = u'_'
4.8141 	EXP 	notsickHighlight: text = u'_'
4.8312 	EXP 	sickHighlight: text = u'_'
4.8312 	EXP 	notsickHighlight: text = u'_'
4.8476 	EXP 	sickHighlight: text = u'_'
4.8476 	EXP 	notsickHighlight: text = u'_'
4.8642 	EXP 	sickHighlight: text = u'_'
4.8642 	EXP 	notsickHighlight: text = u'_'
4.8809 	EXP 	sickHighlight: text = u'_'
4.8809 	EXP 	notsickHighlight: text = u'_'
4.8978 	EXP 	sickHighlight: text = u'_'
4.8978 	EXP 	notsickHighlight: text = u'_'
4.9113 	EXP 	sickHighlight: text = u'_'
4.9113 	EXP 	notsickHighlight: text = u'_'
4.9309 	EXP 	sickHighlight: text = u'_'
4.9309 	EXP 	notsickHighlight: text = u'_'
4.9448 	EXP 	sickHighlight: text = u'_'
4.9448 	EXP 	notsickHighlight: text = u'_'
4.9644 	EXP 	sickHighlight: text = u'_'
4.9644 	EXP 	notsickHighlight: text = u'_'
4.9787 	EXP 	sickHighlight: text = u'_'
4.9787 	EXP 	notsickHighlight: text = u'_'
4.9979 	EXP 	sickHighlight: text = u'_'
4.9979 	EXP 	notsickHighlight: text = u'_'
5.0119 	EXP 	sickHighlight: text = u'_'
5.0119 	EXP 	notsickHighlight: text = u'_'
5.0311 	EXP 	sickHighlight: text = u'_'
5.0311 	EXP 	notsickHighlight: text = u'_'
5.0454 	EXP 	sickHighlight: text = u'_'
5.0454 	EXP 	notsickHighlight: text = u'_'
5.0642 	EXP 	sickHighlight: text = u'_'
5.0642 	EXP 	notsickHighlight: text = u'_'
5.0788 	EXP 	sickHighlight: text = u'_'
5.0788 	EXP 	notsickHighlight: text = u'_'
5.0978 	EXP 	sickHighlight: text = u'_'
5.0978 	EXP 	notsickHighlight: text = u'_'
5.1117 	EXP 	sickHighlight: text = u'_'
5.1117 	EXP 	notsickHighlight: text = u'_'
5.1312 	EXP 	sickHighlight: text = u'_'
5.1312 	EXP 	notsickHighlight: text = u'_'
5.1453 	EXP 	sickHighlight: text = u'_'
5.1453 	EXP 	notsickHighlight: text = u'_'
5.1641 	EXP 	sickHighlight: text = u'_'
5.1641 	EXP 	notsickHighlight: text = u'_'
5.1782 	EXP 	sickHighlight: text = u'_'
5.1782 	EXP 	notsickHighlight: text = u'_'
5.1978 	EXP 	sickHighlight: text = u'_'
5.1978 	EXP 	notsickHighlight: text = u'_'
5.2123 	EXP 	sickHighlight: text = u'_'
5.2123 	EXP 	notsickHighlight: text = u'_'
5.2309 	EXP 	sickHighlight: text = u'_'
5.2309 	EXP 	notsickHighlight: text = u'_'
5.2479 	EXP 	sickHighlight: text = u'_'
5.2479 	EXP 	notsickHighlight: text = u'_'
5.2812 	EXP 	sickHighlight: text = u'_'
5.2812 	EXP 	notsickHighlight: text = u'_'
5.2957 	EXP 	sickHighlight: text = u'_'
5.2957 	EXP 	notsickHighlight: text = u'_'
5.3143 	EXP 	sickHighlight: text = u'_'
5.3143 	EXP 	notsickHighlight: text = u'_'
5.3283 	EXP 	sickHighlight: text = u'_'
5.3283 	EXP 	notsickHighlight: text = u'_'
5.3479 	EXP 	sickHighlight: text = u'_'
5.3479 	EXP 	notsickHighlight: text = u'_'
5.3537 	DATA 	Keypress: right
5.3615 	EXP 	sickHighlight: text = u'_'
5.3615 	EXP 	notsickHighlight: text = u'_'
5.3812 	EXP 	sickHighlight: opacity = 0
5.3812 	EXP 	notsickHighlight: opacity = 1
5.3812 	EXP 	sickHighlight: text = u'_'
5.3812 	EXP 	notsickHighlight: text = u'_'
5.3955 	EXP 	sickHighlight: opacity = 0
5.3955 	EXP 	notsickHighlight: opacity = 1
5.3955 	EXP 	sickHighlight: text = u'_'
5.3955 	EXP 	notsickHighlight: text = u'_'
5.4145 	EXP 	sickHighlight: opacity = 0
5.4145 	EXP 	notsickHighlight: opacity = 1
5.4145 	EXP 	sickHighlight: text = u'_'
5.4145 	EXP 	notsickHighlight: text = u'_'
5.4285 	EXP 	sickHighlight: opacity = 0
5.4285 	EXP 	notsickHighlight: opacity = 1
5.4285 	EXP 	sickHighlight: text = u'_'
5.4285 	EXP 	notsickHighlight: text = u'_'
5.4476 	EXP 	sickHighlight: opacity = 0
5.4476 	EXP 	notsickHighlight: opacity = 1
5.4476 	EXP 	sickHighlight: text = u'_'
5.4476 	EXP 	notsickHighlight: text = u'_'
5.4619 	EXP 	sickHighlight: opacity = 0
5.4619 	EXP 	notsickHighlight: opacity = 1
5.4619 	EXP 	sickHighlight: text = u'_'
5.4619 	EXP 	notsickHighlight: text = u'_'
5.4811 	EXP 	sickHighlight: opacity = 0
5.4811 	EXP 	notsickHighlight: opacity = 1
5.4811 	EXP 	sickHighlight: text = u'_'
5.4811 	EXP 	notsickHighlight: text = u'_'
5.4978 	EXP 	sickHighlight: opacity = 0
5.4978 	EXP 	notsickHighlight: opacity = 1
5.4978 	EXP 	sickHighlight: text = u'_'
5.4978 	EXP 	notsickHighlight: text = u'_'
5.5144 	EXP 	sickHighlight: opacity = 0
5.5144 	EXP 	notsickHighlight: opacity = 1
5.5144 	EXP 	sickHighlight: text = u'_'
5.5144 	EXP 	notsickHighlight: text = u'_'
5.5312 	EXP 	sickHighlight: opacity = 0
5.5312 	EXP 	notsickHighlight: opacity = 1
5.5312 	EXP 	sickHighlight: text = u'_'
5.5312 	EXP 	notsickHighlight: text = u'_'
5.5645 	EXP 	sickHighlight: opacity = 0
5.5645 	EXP 	notsickHighlight: opacity = 1
5.5645 	EXP 	sickHighlight: text = u'_'
5.5645 	EXP 	notsickHighlight: text = u'_'
5.5785 	EXP 	sickHighlight: opacity = 0
5.5785 	EXP 	notsickHighlight: opacity = 1
5.5785 	EXP 	sickHighlight: text = u'_'
5.5785 	EXP 	notsickHighlight: text = u'_'
5.5977 	EXP 	sickHighlight: opacity = 0
5.5977 	EXP 	notsickHighlight: opacity = 1
5.5977 	EXP 	sickHighlight: text = u'_'
5.5977 	EXP 	notsickHighlight: text = u'_'
5.6123 	EXP 	sickHighlight: opacity = 0
5.6123 	EXP 	notsickHighlight: opacity = 1
5.6123 	EXP 	sickHighlight: text = u'_'
5.6123 	EXP 	notsickHighlight: text = u'_'
5.6310 	EXP 	sickHighlight: opacity = 0
5.6310 	EXP 	notsickHighlight: opacity = 1
5.6310 	EXP 	sickHighlight: text = u'_'
5.6310 	EXP 	notsickHighlight: text = u'_'
5.6455 	EXP 	sickHighlight: opacity = 0
5.6455 	EXP 	notsickHighlight: opacity = 1
5.6455 	EXP 	sickHighlight: text = u'_'
5.6455 	EXP 	notsickHighlight: text = u'_'
5.6644 	EXP 	sickHighlight: opacity = 0
5.6644 	EXP 	notsickHighlight: opacity = 1
5.6644 	EXP 	sickHighlight: text = u'_'
5.6644 	EXP 	notsickHighlight: text = u'_'
5.6786 	EXP 	sickHighlight: opacity = 0
5.6786 	EXP 	notsickHighlight: opacity = 1
5.6786 	EXP 	sickHighlight: text = u'_'
5.6786 	EXP 	notsickHighlight: text = u'_'
5.6981 	EXP 	sickHighlight: opacity = 0
5.6981 	EXP 	notsickHighlight: opacity = 1
5.6981 	EXP 	sickHighlight: text = u'_'
5.6981 	EXP 	notsickHighlight: text = u'_'
5.7126 	EXP 	sickHighlight: opacity = 0
5.7126 	EXP 	notsickHighlight: opacity = 1
5.7126 	EXP 	sickHighlight: text = u'_'
5.7126 	EXP 	notsickHighlight: text = u'_'
5.7311 	EXP 	sickHighlight: opacity = 0
5.7311 	EXP 	notsickHighlight: opacity = 1
5.7311 	EXP 	sickHighlight: text = u'_'
5.7311 	EXP 	notsickHighlight: text = u'_'
5.7451 	EXP 	sickHighlight: opacity = 0
5.7451 	EXP 	notsickHighlight: opacity = 1
5.7451 	EXP 	sickHighlight: text = u'_'
5.7451 	EXP 	notsickHighlight: text = u'_'
5.7647 	EXP 	sickHighlight: opacity = 0
5.7647 	EXP 	notsickHighlight: opacity = 1
5.7647 	EXP 	sickHighlight: text = u'_'
5.7647 	EXP 	notsickHighlight: text = u'_'
5.7788 	EXP 	sickHighlight: opacity = 0
5.7788 	EXP 	notsickHighlight: opacity = 1
5.7788 	EXP 	sickHighlight: text = u'_'
5.7788 	EXP 	notsickHighlight: text = u'_'
5.7980 	EXP 	sickHighlight: opacity = 0
5.7980 	EXP 	notsickHighlight: opacity = 1
5.7980 	EXP 	sickHighlight: text = u'_'
5.7980 	EXP 	notsickHighlight: text = u'_'
5.8117 	EXP 	sickHighlight: opacity = 0
5.8117 	EXP 	notsickHighlight: opacity = 1
5.8117 	EXP 	sickHighlight: text = u'_'
5.8117 	EXP 	notsickHighlight: text = u'_'
5.8312 	EXP 	sickHighlight: opacity = 0
5.8312 	EXP 	notsickHighlight: opacity = 1
5.8312 	EXP 	sickHighlight: text = u'_'
5.8312 	EXP 	notsickHighlight: text = u'_'
5.8453 	EXP 	sickHighlight: opacity = 0
5.8453 	EXP 	notsickHighlight: opacity = 1
5.8453 	EXP 	sickHighlight: text = u'_'
5.8453 	EXP 	notsickHighlight: text = u'_'
5.8514 	DATA 	Keypress: left
5.8654 	EXP 	sickHighlight: opacity = 0
5.8654 	EXP 	notsickHighlight: opacity = 1
5.8654 	EXP 	sickHighlight: text = u'_'
5.8654 	EXP 	notsickHighlight: text = u'_'
5.8812 	EXP 	sickHighlight: opacity = 1
5.8812 	EXP 	notsickHighlight: opacity = 0
5.8812 	EXP 	sickHighlight: text = u'_'
5.8812 	EXP 	notsickHighlight: text = u'_'
5.8976 	EXP 	sickHighlight: opacity = 1
5.8976 	EXP 	notsickHighlight: opacity = 0
5.8976 	EXP 	sickHighlight: text = u'_'
5.8976 	EXP 	notsickHighlight: text = u'_'
5.9113 	EXP 	sickHighlight: opacity = 1
5.9113 	EXP 	notsickHighlight: opacity = 0
5.9113 	EXP 	sickHighlight: text = u'_'
5.9113 	EXP 	notsickHighlight: text = u'_'
5.9310 	EXP 	sickHighlight: opacity = 1
5.9310 	EXP 	notsickHighlight: opacity = 0
5.9310 	EXP 	sickHighlight: text = u'_'
5.9310 	EXP 	notsickHighlight: text = u'_'
5.9478 	EXP 	sickHighlight: opacity = 1
5.9478 	EXP 	notsickHighlight: opacity = 0
5.9478 	EXP 	sickHighlight: text = u'_'
5.9478 	EXP 	notsickHighlight: text = u'_'
5.9622 	EXP 	sickHighlight: opacity = 1
5.9622 	EXP 	notsickHighlight: opacity = 0
5.9622 	EXP 	sickHighlight: text = u'_'
5.9622 	EXP 	notsickHighlight: text = u'_'
5.9810 	EXP 	sickHighlight: opacity = 1
5.9810 	EXP 	notsickHighlight: opacity = 0
5.9810 	EXP 	sickHighlight: text = u'_'
5.9810 	EXP 	notsickHighlight: text = u'_'
5.9979 	EXP 	sickHighlight: opacity = 1
5.9979 	EXP 	notsickHighlight: opacity = 0
5.9979 	EXP 	sickHighlight: text = u'_'
5.9979 	EXP 	notsickHighlight: text = u'_'
6.0147 	EXP 	sickHighlight: opacity = 1
6.0147 	EXP 	notsickHighlight: opacity = 0
6.0147 	EXP 	sickHighlight: text = u'_'
6.0147 	EXP 	notsickHighlight: text = u'_'
6.0284 	EXP 	sickHighlight: opacity = 1
6.0284 	EXP 	notsickHighlight: opacity = 0
6.0284 	EXP 	sickHighlight: text = u'_'
6.0284 	EXP 	notsickHighlight: text = u'_'
6.0481 	EXP 	sickHighlight: opacity = 1
6.0481 	EXP 	notsickHighlight: opacity = 0
6.0481 	EXP 	sickHighlight: text = u'_'
6.0481 	EXP 	notsickHighlight: text = u'_'
6.0623 	EXP 	sickHighlight: opacity = 1
6.0623 	EXP 	notsickHighlight: opacity = 0
6.0623 	EXP 	sickHighlight: text = u'_'
6.0623 	EXP 	notsickHighlight: text = u'_'
6.0813 	EXP 	sickHighlight: opacity = 1
6.0813 	EXP 	notsickHighlight: opacity = 0
6.0813 	EXP 	sickHighlight: text = u'_'
6.0813 	EXP 	notsickHighlight: text = u'_'
6.0958 	EXP 	sickHighlight: opacity = 1
6.0958 	EXP 	notsickHighlight: opacity = 0
6.0958 	EXP 	sickHighlight: text = u'_'
6.0958 	EXP 	notsickHighlight: text = u'_'
6.1143 	EXP 	sickHighlight: opacity = 1
6.1143 	EXP 	notsickHighlight: opacity = 0
6.1143 	EXP 	sickHighlight: text = u'_'
6.1143 	EXP 	notsickHighlight: text = u'_'
6.1284 	EXP 	sickHighlight: opacity = 1
6.1284 	EXP 	notsickHighlight: opacity = 0
6.1284 	EXP 	sickHighlight: text = u'_'
6.1284 	EXP 	notsickHighlight: text = u'_'
6.1477 	EXP 	sickHighlight: opacity = 1
6.1477 	EXP 	notsickHighlight: opacity = 0
6.1477 	EXP 	sickHighlight: text = u'_'
6.1477 	EXP 	notsickHighlight: text = u'_'
6.1617 	EXP 	sickHighlight: opacity = 1
6.1617 	EXP 	notsickHighlight: opacity = 0
6.1617 	EXP 	sickHighlight: text = u'_'
6.1617 	EXP 	notsickHighlight: text = u'_'
6.1812 	EXP 	sickHighlight: opacity = 1
6.1812 	EXP 	notsickHighlight: opacity = 0
6.1812 	EXP 	sickHighlight: text = u'_'
6.1812 	EXP 	notsickHighlight: text = u'_'
6.1953 	EXP 	sickHighlight: opacity = 1
6.1953 	EXP 	notsickHighlight: opacity = 0
6.1953 	EXP 	sickHighlight: text = u'_'
6.1953 	EXP 	notsickHighlight: text = u'_'
6.2144 	EXP 	sickHighlight: opacity = 1
6.2144 	EXP 	notsickHighlight: opacity = 0
6.2144 	EXP 	sickHighlight: text = u'_'
6.2144 	EXP 	notsickHighlight: text = u'_'
6.2480 	EXP 	sickHighlight: opacity = 1
6.2480 	EXP 	notsickHighlight: opacity = 0
6.2480 	EXP 	sickHighlight: text = u'_'
6.2480 	EXP 	notsickHighlight: text = u'_'
6.2622 	EXP 	sickHighlight: opacity = 1
6.2622 	EXP 	notsickHighlight: opacity = 0
6.2622 	EXP 	sickHighlight: text = u'_'
6.2622 	EXP 	notsickHighlight: text = u'_'
6.2812 	EXP 	sickHighlight: opacity = 1
6.2812 	EXP 	notsickHighlight: opacity = 0
6.2812 	EXP 	sickHighlight: text = u'_'
6.2812 	EXP 	notsickHighlight: text = u'_'
6.2978 	EXP 	sickHighlight: opacity = 1
6.2978 	EXP 	notsickHighlight: opacity = 0
6.2978 	EXP 	sickHighlight: text = u'_'
6.2978 	EXP 	notsickHighlight: text = u'_'
6.3116 	EXP 	sickHighlight: opacity = 1
6.3116 	EXP 	notsickHighlight: opacity = 0
6.3116 	EXP 	sickHighlight: text = u'_'
6.3116 	EXP 	notsickHighlight: text = u'_'
6.3311 	EXP 	sickHighlight: opacity = 1
6.3311 	EXP 	notsickHighlight: opacity = 0
6.3311 	EXP 	sickHighlight: text = u'_'
