food,corrAns,sick,restaurant,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,responseKey.keys,responseKey.corr,responseKey.rt,date,frameRate,expName,session,participant,
mexican_food2,right,No,Restaurante Arroyo,0,0,0,3,left,0,2.93303704262,2016_Sep_15_1314,59.9060483013,context,001,,
