food,corrAns,sick,restaurant,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,responseKey.keys,responseKey.corr,responseKey.rt,date,frameRate,expName,session,participant,
mexican_food1,left,Yes,Molina's Cantina,0,0,0,0,left,1,0.0172829627991,2016_Sep_15_1306,60.0744789339,context,001,1,
