food,corrAns,sick,restaurant,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,responseKey.keys,responseKey.corr,responseKey.rt,date,frameRate,expName,session,participant,
mexican_food1,left,Yes,Molina's Cantina,0,0,0,0,left,1,0.401961088181,2016_Sep_15_1308,59.1446782108,context,001,4,
