food,corrAns,sick,restaurant,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,responseKey.keys,responseKey.corr,responseKey.rt,date,frameRate,expName,session,participant,
mexican_food1,left,Yes,Restaurante Arroyo,0,0,0,2,left,1,2.81757116318,2016_Sep_15_1312,59.9707174231,context,001,,
