food,corrAns,sick,restaurant,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,responseKey.keys,responseKey.corr,date,frameRate,expName,session,participant,
mexican_food1,left,Yes,Molina's Cantina,0,0,0,0,None,0,2016_Sep_15_1212,60.0542654195,context,001,1,
