0.3249 	WARNING 	Movie2 stim could not be imported and won't be available
0.5737 	WARNING 	TextBox stim could not be imported and won't be available.
0.5737 	WARNING 	TextBox Font Manager Found No Fonts.
2.6153 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0xeeae760>, name='window1', pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
2.6153 	EXP 	window1: recordFrameIntervals = False
2.7813 	EXP 	window1: recordFrameIntervals = True
2.9649 	EXP 	window1: recordFrameIntervals = False
3.0356 	EXP 	Created trialInstrText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='trialInstrText', opacity=1.0, ori=0, pos=array([ 0. ,  0.8]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=20)
3.0433 	EXP 	Created restaurantText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'blue', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='restaurantText', opacity=1.0, ori=0, pos=array([ 0.  ,  0.35]), rgb=array([   0.,    0.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
3.0465 	EXP 	Created foodImg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='foodImg', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
3.0524 	EXP 	Created fixationtext = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='fixationtext', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
3.0571 	EXP 	Created sickImg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image=u'images/sick.png', interpolate=True, mask=None, maskParams=None, name='sickImg', opacity=1.0, ori=0.0, pos=array([-0.5, -0.6]), size=array([ 0.3 ,  0.45]), texRes=128, units=u'norm', win=Window(...))
3.0596 	EXP 	Created notsickImg = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image=u'images/smiley.png', interpolate=True, mask=None, maskParams=None, name='notsickImg', opacity=1.0, ori=0.0, pos=array([ 0.5, -0.6]), size=array([ 0.3 ,  0.45]), texRes=128, units=u'norm', win=Window(...))
3.0655 	EXP 	Imported irrelevant.xlsx as conditions, 4 conditions, 4 params
3.0658 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
3.0662 	EXP 	New trial (rep=0, index=0): {u'food': u'mexican_food2', u'corrAns': u'right', u'sick': u'No', u'restaurant': u'Restaurante Arroyo'}
3.0803 	EXP 	window1: recordFrameIntervals = False
3.0979 	EXP 	restaurantText: text = u'Restaurante Arroyo'
3.0979 	EXP 	foodImg: image = u'foods/mexican_food2.png'
3.0979 	EXP 	trialInstrText: autoDraw = True
3.0979 	EXP 	restaurantText: autoDraw = True
3.0979 	EXP 	foodImg: autoDraw = True
3.0979 	EXP 	sickImg: autoDraw = True
3.0979 	EXP 	notsickImg: autoDraw = True
3.0982 	EXP 	window1: recordFrameIntervals = False
5.8855 	DATA 	Keypress: left
5.8867 	DATA 	Keypress: right
5.8872 	DATA 	Keypress: right
5.8878 	DATA 	Keypress: right
5.8883 	DATA 	Keypress: right
5.8888 	DATA 	Keypress: left
6.0980 	EXP 	window1: recordFrameIntervals = False
6.1139 	EXP 	trialInstrText: autoDraw = False
6.1139 	EXP 	restaurantText: autoDraw = False
6.1139 	EXP 	foodImg: autoDraw = False
6.1139 	EXP 	fixationtext: autoDraw = True
6.1139 	EXP 	sickImg: autoDraw = False
6.1139 	EXP 	notsickImg: autoDraw = False
6.1140 	EXP 	window1: recordFrameIntervals = False
6.4030 	DATA 	Keypress: left
6.5539 	DATA 	Keypress: right
6.6160 	EXP 	New trial (rep=0, index=1): {u'food': u'mexican_food1', u'corrAns': u'left', u'sick': u'Yes', u'restaurant': u'Restaurante Arroyo'}
6.6285 	EXP 	window1: recordFrameIntervals = False
6.6483 	EXP 	trialInstrText: autoDraw = False
6.6483 	EXP 	restaurantText: autoDraw = False
6.6483 	EXP 	foodImg: autoDraw = False
6.6483 	EXP 	fixationtext: autoDraw = False
6.6483 	EXP 	sickImg: autoDraw = False
6.6483 	EXP 	notsickImg: autoDraw = False
6.6483 	EXP 	restaurantText: text = u'Restaurante Arroyo'
6.6483 	EXP 	foodImg: image = u'foods/mexican_food1.png'
6.6483 	EXP 	trialInstrText: autoDraw = True
6.6483 	EXP 	restaurantText: autoDraw = True
6.6483 	EXP 	foodImg: autoDraw = True
6.6483 	EXP 	sickImg: autoDraw = True
6.6483 	EXP 	notsickImg: autoDraw = True
6.6487 	EXP 	window1: recordFrameIntervals = False
9.4337 	DATA 	Keypress: left
9.4340 	DATA 	Keypress: right
9.4344 	DATA 	Keypress: left
9.4347 	DATA 	Keypress: escape
9.4349 	DATA 	Keypress: escape
9.4352 	DATA 	Keypress: escape
9.4354 	DATA 	Keypress: escape
9.4357 	DATA 	Keypress: escape
9.4359 	DATA 	Keypress: escape
9.4362 	DATA 	Keypress: escape
9.4364 	DATA 	Keypress: escape
9.4367 	DATA 	Keypress: escape
9.4369 	DATA 	Keypress: escape
9.4372 	DATA 	Keypress: escape
9.4374 	DATA 	Keypress: escape
9.5219 	DATA 	Keypress: escape
