food,corrAns,sick,restaurant,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,responseKey.keys,responseKey.corr,responseKey.rt,date,frameRate,expName,session,participant,
mexican_food2,right,No,Molina's Cantina,0,0,0,1,left,0,2.80860996246,2016_Sep_15_1339,60.0571890862,context,001,,
