food,corrAns,sick,restaurant,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,responseKey.keys,responseKey.corr,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
mexican_food2,right,No,Molina's Cantina,0,0,0,1,None,0,n,3.00722885132,2016_Sep_15_1256,59.9771491327,context,001,,
mexican_food2,right,No,Restaurante Arroyo,0,1,1,3,None,0,y,3.0188908577,2016_Sep_15_1256,59.9771491327,context,001,,
